No.,authors,title,year,vol,no,fpage,doi,authors,article title,journal title,year,vol,no,fpage,doi
306,"Se Hoon Im, Seung Hoon Lee, Seung Min Lee, Dong Woo Nam, Yong Suk Kim",A Qualitative Study on the Treatment Process Experiences of Patients with Whiplash Associated Disorder Treated with Traditional Korean Medicine - Based on the Grounded Theory Approach -,2016,33,4,73,10.13045/acupunct.2016056,"In-Hwa Park, Eui-Hyoung Hwang, Man-suk Hwang, In Heo, Byung-Jun Kim, Kyeong-Tae Lim, Byung-Cheul Shin",A Web-based Survey on Clinical Practice Patterns of Korean Medicine Treatment for Traffic Injuries,Journal of Korean Medicine Rehabilitation,2017,27,4,131,10.18325/jkmr.2017.27.4.131
307,"Se Hoon Im, Seung Hoon Lee, Seung Min Lee, Dong Woo Nam, Yong Suk Kim",A Qualitative Study on the Treatment Process Experiences of Patients with Whiplash Associated Disorder Treated with Traditional Korean Medicine - Based on the Grounded Theory Approach -,2016,33,4,73,10.13045/acupunct.2016056,"Chang-Woon Jeung, Chang-Hyuk Choi, Hee-Geun Jo, Min-Yeong Song",Analysis of the Medical Market Share of Traditional East Asian Medicine (TEAM) in Taiwan Using National Health Insurance Research Database (NHIRD),Journal of Korean Medicine Rehabilitation,2018,28,1,133,10.18325/jkmr.2018.28.1.133
308,"Ook Jae Lee, Dong Geun Lee, Ju Hee Lee, Jung Hun Lee, Sang Hyun Lee, Geun Hee Park, Jeong Cheol Shin",Effects of L Pharmacopuncture at ST on Adjuvant Induced Arthritis in Rats,2013,30,4,95,10.13045/acupunct.2013026,"Jeong-Yoon Won, Chae-Heun Jeon, Ho-Joon Song, Ji-Won Jeong, Tae-Gwang Kim, Hyun-Ho Kim, Jungtae Leem","The Effect of Orally Administered Herbal Medicines in Collagen, LPS, CFA Induced Rheumatoid Like Arthritis Animal Model: A Systematic Review of Animal Study Articles Published in Korea after 2008",Journal of Korean Medicine Rehabilitation,2017,27,4,33,10.18325/jkmr.2017.27.4.33
309,"Ye Eun Cho, Seung Min Lee, Kang Hyun Yoon, Ji Seok Lim, Ji Hye Kim, Do Young Choi, Jae Dong Lee",A Case Report of Herpes Zoster Patient Improved by the East-west Medical Combined Treatment,2014,31,1,177,10.13045/acupunct.2014018,"Kuk-In Han, Seon-Ho Shin, Gwang-Mook Lim, Jung-Han Lee, Youn-Seok Ko",Reviewing Research of Eastern-Western Integrative Medicine Studies in Korea,Journal of Korean Medicine Rehabilitation,2018,28,1,53,10.18325/jkmr.2018.28.1.53
310,"Seung Min Lee, Young Seung Ji, Ju Hyun Jeon, Jung Ho Kim, Young Il Kim",Effect of Needle-embedding & Acupuncture Therapy on Shoulder Pain in Behcet Disease Patient: A Case Report,2013,30,4,219,10.13045/acupunct.2013040,"Geon-Yeong Lee, Hee-Geun Jo, Jae-Uk Seol, Shin-Ae Kim",A Review of the Pain and Function Assessment Instruments for Shoulder Disease Patients in Korean Medicine Clinical Studies Published in South Korea,Journal of Korean Medicine Rehabilitation,2018,28,1,33,10.18325/jkmr.2018.28.1.33
311,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,2014,31,3,35,10.13045/acupunct.2014041,"Yifeng Shen, Qiaoyin Zhou, Zuyun Qiu, Yan Jia, Shiliang Li",Acupotomy for calcaneodynia,Medicine,2018,97,14,e0143,10.1097/MD.0000000000010143
312,"Su Jeong Jo, Young Doo Choi, Jin Taek Jang, Kap Sung Kim, Seung Deok Lee",A Randomized Controlled Clinical Trial of Topical Herbal Gel Treatment for Chronic Shoulder Pain,2014,31,4,1,10.13045/acupunct.2014048,"Geon-Yeong Lee, Hee-Geun Jo, Jae-Uk Seol, Shin-Ae Kim",A Review of the Pain and Function Assessment Instruments for Shoulder Disease Patients in Korean Medicine Clinical Studies Published in South Korea,Journal of Korean Medicine Rehabilitation,2018,28,1,33,10.18325/jkmr.2018.28.1.33
313,"Ji Min Bae, Dae Hun Kim, Jae Kyu Kim, Byung Ryul Lee, Gi Young Yang, Kun Hyung Kim",Korean Medicine for Thoracolumbar Compression Fracture in Korean Literature: a Systematic Review,2015,32,4,147,10.13045/acupunct.2015069,"Dong-Eun Kim, Jung-Hoon Kim, Jin-Soo Joung, Sun-Ae Yu, Sung-Woo Cho",A Review of Recent Studies for Treatment of Compression Fracture Using CNKI Database,Journal of Korean Medicine Rehabilitation,2017,27,3,1,10.18325/jkmr.2017.27.3.1
314,"Sul Gi Kim, Seong Joung Kim, Ho Hyun Jeong, June Hyun Kim, Do Ho Kim, Sueng Hyuk Park, Seung Bum Yang, Jae Hyo Kim, Eun Heui Jo, Sung Chul Kim, Nam Geun Cho",Comparison Study for Effects of Pharmacopunctures of GB on Weight Bearing Ratio in Grade III Ankle Sprain Model,2014,31,2,11,10.13045/acupunct.2014020,"Jae-Hong Kim, Eun-Yong Lee, Myung-Rae Cho, Cham-Kyul Lee, Ji-Hyun Cho",Effects of Dangguixu-san on acute lateral ankle sprain: study protocol for a randomized controlled trial,Trials,2018,19,1,,10.1186/s13063-018-2571-1
315,"Dae Chul Sin, Ji In Lee, Mi Suk Kang, Ho Sueb Song",Effect of Eight Vacuity Theory Adopted Complex Acupuncture Therapy on Patients with External Epicondylitis,2015,32,2,209,10.13045/acupunct.2015031,"Jaewon Park, Seohyun Park, Sori Moon, Miyoung Song, Dongho Keum",The Clinical Report on 3 Cases of Lateral Epicondylitis Treated with Musculotendinous Releasing Manual Therapy after Acupuncture Treatment,Journal of Korean Medicine Rehabilitation,2017,27,2,101,10.18325/jkmr.2017.27.2.101
316,"Cho In Lee, Sung Jin Kim, Yi Jeong Choi, Bong Hyo Lee, Hyun Jong Lee, Seong Chul Lim, Yun Kyu Lee, Tae Young Jung, Jae Su Kim",Integrative Oriental Medical Treatments after Hip Fracture Surgery: Two Case Report,2013,30,4,211,10.13045/acupunct.2013039,"Tae-Ryeong Kim, Young-Jun Kim, Chang-Hoon Woo",45 Cases Report of Korean Medicine Rehabilitation after Surgery,Journal of Korean Medicine Rehabilitation,2017,27,1,83,10.18325/jkmr.2017.27.1.83
317,"Jae Yoeb Jeong, Eun Sol Lee, Dong Goon Seo, So Yeon Shin, Shin Young Kim, Hyung Keun Kwon, Cheol Hong Kim, Kyung Jeon Jang, Hyun Min Yoon",The Clinical Research of Cervical Treatment’s Effects on Bell’s Palsy,2014,31,3,45,10.13045/acupunct.2014042,"Na Young Jo, Jeong Du Roh",The Clinical Research of the Effectiveness of Muscle Energy Technique (MET) on Peripheral Facial Paralysis,Journal of Korean Medicine,2016,37,2,45,10.13048/jkm.16020
318,"Yong Eun Lee, Yun Kyu Lee, Jae Soo Kim, Hyun Jong Lee",Effects of Clematidis Radix Pharmacopuncture on MIA induced Osteoarthritis Rat,2016,33,2,35,10.13045/acupunct.2016015,"Han-Gil Lee, Min-Seok Oh",Effects of Jinmu-tang on the Osteoarthritis by MIA in Rats,Journal of Korean Medicine Rehabilitation,2018,28,1,19,10.18325/jkmr.2018.28.1.19
319,"Sang Hyun Lee, Ju Yong Jeong, Myoung Rae Cho",A Clinical Case Report on the Improvement of Respiratory Function of a Fascioscapulohumeral Muscular Dystrophy Patient after Korean Medical Treatment.,2015,32,4,195,10.13045/acupunct.2015074,"Jeong-Won Yoon, Soon-Joong Kim",A Review of Clinical Study on Jungsongouhyul Pharmacopuncture Treatment Published in Korea,Journal of Korean Medicine Rehabilitation,2017,27,4,75,10.18325/jkmr.2017.27.4.75
320,"Jin Ho Lee, In Hyuk Ha, Me Riong Kim, Min Jeong Kim, Jae Woong Lee, In Hee Lee, Hwa Jin Chung, Eun Jee Kim",Multiple-dose Intramuscular Toxicity Study of Shinbaro Pharmacopuncture in Sprague-Dawley Rats over a 4-week period,2015,32,4,77,10.13045/acupunct.2015063,"Hwa-Jin Chung, Wonil Koh, Won Kyung Kim, Joon-Shik Shin, Jinho Lee, Sang Kook Lee, In-Hyuk Ha",The Anti-Inflammatory Effects of Shinbaro3 Is Mediated by Downregulation of the TLR4 Signalling Pathway in LPS-Stimulated RAW 264.7 Macrophages,Mediators of Inflammation,2018,2018,,1,10.1155/2018/4514329
321,"Kyong Ha Cho, Woong Ki, Dong Il Yuk, In Su Sung, Min Jung Kim, Kwon Eui Hong",Literature Study on the Infection Control of ( ),2013,30,4,181,10.13045/acupunct.2013035,"Hee-Geun Jo, Min-Yeong Song, Sang-Hoon Yoon, Sin-Yeong Jeong, Jong-Hwan Kim, Eun-Hye Baek, Jungtae Leem",Proposal of Checklists for Patient Safety in Miniscalpel Acupuncture Treatment of Cervical and Lumbar Spine: Pilot Trial,Journal of Korean Medicine Rehabilitation,2018,28,1,61,10.18325/jkmr.2018.28.1.61
322,"Young Hyeon Bae, Chong Hwan Lee, Hae Sol Kim, Ho Sun Kim, Chang Yong Suh, No Hyeon Kim, Jin Ho Lee, In Hyuk Ha, Me Riong Kim, Hwa Jin Chung, In Hee Lee, Min Jeong Kim, Eun Jee Kim, Jae Woong Lee",Stability and Safety of Bee Venom with and without Additives,2015,32,3,127,10.13045/acupunct.2015045,"Wenzhen Zhu, Yon Jin Chuah, Dong-An Wang",Bioadhesives for internal medical applications: A review,Acta Biomaterialia,2018,74,,1,10.1016/j.actbio.2018.04.034
323,"Yong Se Kim, Ju Hee Lee, Sang Hyun Lee, Chang Su Na, Myoung Rae Cho Cho",Effects of Electro and Laser Acupuncture Treatment with GB39 and GB34 on Neuropathic Pain in Rats Induced by Tibial and Sural Nerve Ligation※,2013,30,3,125,10.13045/acupunct.2013012,"Seung-Bum Yang, Min-Su Kim, Jae-Hyo Kim",Analgesia of Electroacupuncture and Radio-Frequency Warm Needling in Acupoint Combination on Ankle Sprain in Rats,Korean Journal of Acupuncture,2018,35,1,27,10.14406/acu.2018.005
324,"Han Sol Park, Min Chul Kim, Seh Young Kim, Young Woo Seo, Young Hoon Seo, Sang Min Lee, Seung Won Lee, Ki Ok Kim, Tae Hun Kim",Korean Medical Treatment for Improving Symptoms of Four Patients Diagnosed with Grade II Lumbar Spondylolisthesis,2014,31,2,153,10.13045/acupunct.2014033,"Kiok Kim, Yousuk Youn, Sang Ho Lee, Jung Chul Choi, Jae Eun Jung, Jaehong Kim, Wenchun Qu, Jason Eldrige, Tae-Hun Kim",The effectiveness and safety of nonsurgical integrative interventions for symptomatic lumbar spinal spondylolisthesis,Medicine,2018,97,19,e0667,10.1097/MD.0000000000010667
325,"Sul Gi Kim, Seong Joung Kim, Ho Hyun Jeong, June Hyun Kim, Do Ho Kim, Sueng Hyuk Park, Seung Bum Yang, Jae Hyo Kim, Eun Heui Jo, Sung Chul Kim, Nam Geun Cho",Comparison Study for Effects of Pharmacopunctures of GB on Weight Bearing Ratio in Grade III Ankle Sprain Model,2014,31,2,11,10.13045/acupunct.2014020,"Seung-Bum Yang, Min-Su Kim, Jae-Hyo Kim",Analgesia of Electroacupuncture and Radio-Frequency Warm Needling in Acupoint Combination on Ankle Sprain in Rats,Korean Journal of Acupuncture,2018,35,1,27,10.14406/acu.2018.005
326,"Dong Il Yuk, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",The Effects of Acupuncture on Radial Pulse in Healthy Human Subjects: A Comparative Study of Liver Tonifying and Sedating,2015,32,2,169,10.13045/acupunct.2015028,"Min-Ji Yoon, Song-Yi Kim, Ji-Yeun Park",Recent Study Trends of the Liver-tonification and Liver-sedation of Saam Acupuncture,Korean Journal of Acupuncture,2018,35,1,1,10.14406/acu.2018.004
327,"Seung Pyo Hong, Ji Min Bae, Dae Hun Kim, Gi Young Yang, Byung Ryul Lee",The Effect of Korean Medicine with Needle-embedding Therapy on a Lumbar Herniated Intervertebral Disc : A Case Report※,2016,33,4,219,10.13045/acupunct.2016068,"Jungtae Leem, Hyunho Kim, Hee-Geun Jo, Sae-rom Jeon, Yejin Hong, Yeoncheol Park, Byungkwan Seo, Yeeun Cho, Jung Won Kang, Eun-Jung Kim, Ga Young Han, Jae Soo Kim, Hyun-Jong Lee, Tae-Hun Kim, Dongwoo Nam",Efficacy and safety of thread embedding acupuncture combined with conventional acupuncture for chronic low back pain,Medicine,2018,97,21,e10790,10.1097/MD.0000000000010790
328,"Seung Hee Noh, Yu Ri Kim, Kun Hyung Kim, Gi Young Yang, Jae Kyu Kim, Byung Ryul Lee",Effects of Catgut-embedding Acupuncture Therapy on Plantar Fasciitis: Case Report,2013,30,5,227,10.13045/acupunct.2013062,"Jungtae Leem, Hyunho Kim, Hee-Geun Jo, Sae-rom Jeon, Yejin Hong, Yeoncheol Park, Byungkwan Seo, Yeeun Cho, Jung Won Kang, Eun-Jung Kim, Ga Young Han, Jae Soo Kim, Hyun-Jong Lee, Tae-Hun Kim, Dongwoo Nam",Efficacy and safety of thread embedding acupuncture combined with conventional acupuncture for chronic low back pain,Medicine,2018,97,21,e10790,10.1097/MD.0000000000010790
329,"Kyung Min Kim, Jung Ho Kim, Young Il Kim, Ju Hyun Jeon",A Literature Review of Korean Medical Studies of Amyotrophic Lateral Sclerosis (ALS),2015,32,4,133,10.13045/acupunct.2015068,"Si-Hoon Han, Gi-Eon Lee, Kyeong-Sang Jo, Da-Young Byun, Min-Seok Oh",The Clinical Effects of Complex Korean Medicine Treatment in Patients with Cervical Spine Fracture Caused by Traffic Accident: A Report of 2 Cases,Journal of Korean Medicine Rehabilitation,2018,28,2,113,10.18325/jkmr.2018.28.2.113
330,"Seon Wook Kim, Jeong Cheol Shin",The Effects of Korean Medical Treatment Combined with Embedding Acupuncture on Patients with Chronic Lower Back Pain: a Retrospective Study,2016,33,2,165,10.13045/acupunct.2016025,"Jungtae Leem, Hyunho Kim, Hee-Geun Jo, Sae-rom Jeon, Yejin Hong, Yeoncheol Park, Byungkwan Seo, Yeeun Cho, Jung Won Kang, Eun-Jung Kim, Ga Young Han, Jae Soo Kim, Hyun-Jong Lee, Tae-Hun Kim, Dongwoo Nam",Efficacy and safety of thread embedding acupuncture combined with conventional acupuncture for chronic low back pain,Medicine,2018,97,21,e10790,10.1097/MD.0000000000010790
331,"Seung Min Lee, Young Seung Ji, Ju Hyun Jeon, Jung Ho Kim, Young Il Kim",Effect of Needle-embedding & Acupuncture Therapy on Shoulder Pain in Behcet Disease Patient: A Case Report,2013,30,4,219,10.13045/acupunct.2013040,"Jungtae Leem, Hyunho Kim, Hee-Geun Jo, Sae-rom Jeon, Yejin Hong, Yeoncheol Park, Byungkwan Seo, Yeeun Cho, Jung Won Kang, Eun-Jung Kim, Ga Young Han, Jae Soo Kim, Hyun-Jong Lee, Tae-Hun Kim, Dongwoo Nam",Efficacy and safety of thread embedding acupuncture combined with conventional acupuncture for chronic low back pain,Medicine,2018,97,21,e10790,10.1097/MD.0000000000010790
332,"Hye Su Kim, So Yun Kim, Hyun Ji Kim, Eun Seok Kim, Young Il Kim",The Effect of Acupotomy on Lumbar Herniated Intervertebral Disc: Report of a Case Series,2015,32,3,185,10.13045/acupunct.2015050,"Sang Jun Jeong, Jae Hee Yoo, Hong Je Ko, Jeong Cheol Shin, Min Kyung Kwak, Tung Shuen Wei",Efficacy and Patient Satisfaction in Cases of Back Pain Treated Using Either Acupuncture or Chuna: A Comparative Study,Journal of Acupuncture Research,2018,35,2,81,10.13045/jar.2018.00073
333,"Young Doo Choi, Su Jeong Jo, Chan Yung Jung, Kap Sung Kim, Seung Deok Lee",Alternation of Topical Heat and Cold for Chronic Low Back Pain: A Randomized Controlled Pilot Trial,2016,33,2,77,10.13045/acupunct.2016018,"Sang Jun Jeong, Jae Hee Yoo, Hong Je Ko, Jeong Cheol Shin, Min Kyung Kwak, Tung Shuen Wei",Efficacy and Patient Satisfaction in Cases of Back Pain Treated Using Either Acupuncture or Chuna: A Comparative Study,Journal of Acupuncture Research,2018,35,2,81,10.13045/jar.2018.00073
334,"Ho Sun Kim, Young Hyun Bae, Hae Sol Kim, Chang Yong Suh, No Hyeon Kim, Kyu Jin Yang, Gi Bum Lee",Review of Research on the Effects of Acupuncture and Moxibustion Treatment to Complex Regional Pain Syndromes,2016,33,4,137,10.13045/acupunct.2016061,"Hwa Yeon Ryu, Hyun Lee, Kwang Sik Yoon, Seo Young Oh, Hae Jin Kong, Jae Hui Kang",A Review of Research on the Treatment of Peroneal Nerve Palsy by Acupuncture and Moxibustion,Journal of Acupuncture Research,2018,35,2,52,10.13045/jar.2018.00094
335,"Su Yeon Lee, Soo Hyeong Ryu, Hong Guk Kim, Dek Woo Ryoo, Sung Jin Kim, Seong Mok Jeong, Bon Hyuk Goo, Min Jeong Kim, Yeon Cheol Park, Yong Hyeon Baek, Sang Soo Nam, Byung Kwan Seo",The Effect of Traditional Korean Medical Treatment on Low Back Pain during Pregnancy: a Report on Three Cases,2016,33,3,197,10.13045/acupunct.2016047,"Sang Jun Jeong, Jae Hee Yoo, Hong Je Ko, Jeong Cheol Shin, Min Kyung Kwak, Tung Shuen Wei",Efficacy and Patient Satisfaction in Cases of Back Pain Treated Using Either Acupuncture or Chuna: A Comparative Study,Journal of Acupuncture Research,2018,35,2,81,10.13045/jar.2018.00073
336,"Kun Hyung Kim, Hyun Min Cho",Acupuncture for chronic post-thoracotomy pain in a patient with major chest trauma: A case report,2017,34,1,81,10.13045/acupunct.2017077,"Kun Hyung Kim, Hyun Min Cho, Chan Kyu Lee, JunePill Seok, Seon Hee Kim, Jung-Eun Kim, Yu Kyung Shin, Min Kyung Kim","Acupuncture for Subacute and Chronic Post-thoracotomy Pain in Patients with Traumatic Multiple Rib Fractures: A Study Protocol for a Randomised-controlled, Two-arm, Parallel Design, Pilot Trial",Journal of Acupuncture Research,2018,35,2,95,10.13045/jar.2018.00108
337,"Seon Wook Kim, Jeong Cheol Shin",The Effects of Korean Medical Treatment Combined with Embedding Acupuncture on Patients with Chronic Lower Back Pain: a Retrospective Study,2016,33,2,165,10.13045/acupunct.2016025,"Sang Jun Jeong, Jae Hee Yoo, Hong Je Ko, Jeong Cheol Shin, Min Kyung Kwak, Tung Shuen Wei",Efficacy and Patient Satisfaction in Cases of Back Pain Treated Using Either Acupuncture or Chuna: A Comparative Study,Journal of Acupuncture Research,2018,35,2,81,10.13045/jar.2018.00073
338,"Tae Ho Kim, Seong Hyun Jeong, Tae kyung Yoon, So Jin Lee, Soo Ji Shin, Ok Jun Kwon, Yeong Guk Joo, Jong Cheol Lee, Jae Young Park","A Comparison of the Effect of Pharmacopuncture and Decoction Pharmacopuncture Treatments in Patients with Low Back Pain Caused by Traffic Accidents: A Retrospective, Case Series Observational Study",2015,32,4,157,10.13045/acupunct.2015070,"Young-Jun Kim, Tae-Ryeong Kim, Chang-Hoon Woo, Byung-Cheul Shin","Comparative Effectiveness of Hwangryunhaedok-tang Pharmacopuncture, Essential Bee Venom Pharmacopuncture and Jungsongouhyul Pharmacopuncture for Cervical Pain caused by Traffic Accidents: A Retrospective Observational Study",Journal of Korean Medicine Rehabilitation,2018,28,2,83,10.18325/jkmr.2018.28.2.83
339,"Tae Ho Kim, Seong Hyun Jeong, Tae kyung Yoon, So Jin Lee, Soo Ji Shin, Ok Jun Kwon, Yeong Guk Joo, Jong Cheol Lee, Jae Young Park","A Comparison of the Effect of Pharmacopuncture and Decoction Pharmacopuncture Treatments in Patients with Low Back Pain Caused by Traffic Accidents: A Retrospective, Case Series Observational Study",2015,32,4,157,10.13045/acupunct.2015070,"Sang Jun Jeong, Jae Hee Yoo, Hong Je Ko, Jeong Cheol Shin, Min Kyung Kwak, Tung Shuen Wei",Efficacy and Patient Satisfaction in Cases of Back Pain Treated Using Either Acupuncture or Chuna: A Comparative Study,Journal of Acupuncture Research,2018,35,2,81,10.13045/jar.2018.00073
340,"Tae Ho Kim, Seong Hyun Jeong, Tae kyung Yoon, So Jin Lee, Soo Ji Shin, Ok Jun Kwon, Yeong Guk Joo, Jong Cheol Lee, Jae Young Park","A Comparison of the Effect of Pharmacopuncture and Decoction Pharmacopuncture Treatments in Patients with Low Back Pain Caused by Traffic Accidents: A Retrospective, Case Series Observational Study",2015,32,4,157,10.13045/acupunct.2015070,"Je-Heon Noh, Sun-Ho Lee, Hyun-Joong Kim, Wu-Jin Jeong, Min-Young Kim, Sun-A Kim, Ji-Ae Roh, Young-Chun Bae, Bo-Hyun Kim",Daily Treatment with Traditional Korean Medicine and a Longer Hospitalization Period Aids Recovery in Patients with Lower Back Pain Sustained in Road Traffic Accidents,Journal of Acupuncture Research,2018,35,2,88,10.13045/jar.2018.00066
341,"Kyung Wook Kim, Je Hyuk Yoo, Hyun Ho Kim, Jong Han Kim, Se Hoon Im, In Tae Chung, Ji Hye Kim, Jae Dong Lee, Do Young Choi",A Controlled Trial on the Effect of Complex Oriental Medical Treatment with or without Balanced Acupuncture on Treatment of Herniated Intervertebral Disc of Lumbar Spine Patients,2013,30,4,139,10.13045/acupunct.2013030,"Sang Jun Jeong, Jae Hee Yoo, Hong Je Ko, Jeong Cheol Shin, Min Kyung Kwak, Tung Shuen Wei",Efficacy and Patient Satisfaction in Cases of Back Pain Treated Using Either Acupuncture or Chuna: A Comparative Study,Journal of Acupuncture Research,2018,35,2,81,10.13045/jar.2018.00073
342,"Ji Min Bae, Dae Hun Kim, Jae Kyu Kim, Byung Ryul Lee, Gi Young Yang, Kun Hyung Kim",Korean Medicine for Thoracolumbar Compression Fracture in Korean Literature: a Systematic Review,2015,32,4,147,10.13045/acupunct.2015069,"Ji min Bae, Ji won Choi, Dae hun Kim, Gi Young Yang, Kun hyung Kim",A Feasibility Study of Acupuncture for Chronic Pain in Patients with Osteoporotic Thoracolumbar Compression Fracture: A Prospective Case Series,Journal of Acupuncture Research,2018,35,2,75,10.13045/jar.2018.00059
343,"Jae Yoeb Jeong, Eun Sol Lee, Dong Goon Seo, So Yeon Shin, Shin Young Kim, Hyung Keun Kwon, Cheol Hong Kim, Kyung Jeon Jang, Hyun Min Yoon",The Clinical Research of Cervical Treatment’s Effects on Bell’s Palsy,2014,31,3,45,10.13045/acupunct.2014042,"Saliha Karatay, Fatih Akcay, Kadir Yildirim, Fazile Hatipoglu Erdem, Filiz Alp","Effects of Some Acupoints (Du-14, Li-11, St-36, and Sp-6) on Serum TNF-α and hsCRP Levels in Healthy Young Subjects",The Journal of Alternative and Complementary Medic,2011,17,4,347,10.1089/acm.2009.0461
344,"Ji Eun Choi, Min Soo Kwon, Jung Hwan Kim, Dae Hyun Jo, Ji Sun Han, Hee Jin Jo, Ji Hye Kim, Hyun Ho Kim, Jung Won Kang, Dong Woo Nam",Facial Nerve Damage in Bell’s Palsy according to When Korean Medical Treatment was Started: A Retrospective Study,2016,33,2,51,10.13045/acupunct.2016016,"Dong-geun Han, Ah-hyun Kang, Hye-jin Seo, Jae-yeon Sung, Ju-hyun Oh, Yu-ra Lee, Hyung-chul Lee, Guk-hyun Um, Woo-sub Song",A Case Report of Facial Nerve Palsy Treated with Korean Medicine Treatment,The Journal of Internal Korean Medicine,2018,39,2,277,10.22246/jikm.2018.39.2.277
345,"Su Jeong Jo, Young Doo Choi, Jin Taek Jang, Kap Sung Kim, Seung Deok Lee",A Randomized Controlled Clinical Trial of Topical Herbal Gel Treatment for Chronic Shoulder Pain,2014,31,4,1,10.13045/acupunct.2014048,"Ga-jin Han, Myeong-woong Jang, Sin Seong, Sung-su Kim",A Case Report of Chemotherapy-Induced Hand-Foot Syndrome Treated with Modified Dohongsamul-tang,The Journal of Internal Korean Medicine,2018,39,2,259,10.22246/jikm.2018.39.2.259
346,"Jae Hyun Ahn, Sung Yoon Kim, Jun Hyeong Park, Jeongjae Cho, Do Young Choi, Seung Hoon Lee, Jae Dong Lee",A Case Report on the Use of Korean Medicine Treatment for a Patient with Dysarthria Caused by Progressive Bulbar Palsy (PBP),2017,34,1,49,10.13045/acupunct.2017074,"Su-bin Kim, Kyung-mook Kim, Won-joo Suh, Sang-kwan Mun, Woo-sang Jung, Seung-won Kwon, Ki-ho Cho",The Case of a Patient with Dysphagia and Dysarthria Diagnosed as Pseudobulbar Palsy Caused by Multiple Cerebral Infarction Treated with Banhahoobak-tang,The Journal of Internal Korean Medicine,2018,39,2,139,10.22246/jikm.2018.39.2.139
347,"Se Jung Oh, Mu Seob Park, Jung Hee Lee, Seung Ah Jun, Han Mi Gong, Seong Hun Choi, Min Hwangbo, Hyun Jong Lee, Jae Soo Kim",Problems and Potential Improvements of National Health Insurance Fees Associated with Miniscalpel Acupuncture※,2016,33,3,67,10.13045/acupunct.2016035,"Sang-Hoon Yoon, Sinyeong Jeong, Chan-Young Kwon, Hee-Geun Jo, Young-Il Kim",A Proposal for Standardization of Acupotomy Terms and Definition Among Korean researchers,Journal of Korean Medicine,2018,39,2,13,10.13048/jkm.18012
348,"Seungah Jun, Jung Hee Lee, Han Mi Gong, Yeon Joong Chung, Ju Ran Kim, Chung A Park, Seong Hun Choi, Geon Mok Lee, Hyun Jong Lee, Jae Soo Kim",The Effects of Miniscalpel Acupuncture on Cervicogenic Headache: A report of three cases,2017,34,3,131,10.13045/acupunct.2017099,"Sang-Hoon Yoon, Sinyeong Jeong, Chan-Young Kwon, Hee-Geun Jo, Young-Il Kim",A Proposal for Standardization of Acupotomy Terms and Definition Among Korean researchers,Journal of Korean Medicine,2018,39,2,13,10.13048/jkm.18012
349,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,2014,31,3,35,10.13045/acupunct.2014041,"Sang-Hoon Yoon, Sinyeong Jeong, Chan-Young Kwon, Hee-Geun Jo, Young-Il Kim",A Proposal for Standardization of Acupotomy Terms and Definition Among Korean researchers,Journal of Korean Medicine,2018,39,2,13,10.13048/jkm.18012
350,"Jung Hee Lee, Mu Seob Park, Se Jung Oh, Yun Kyu Lee, Hyun Jong Lee, Jae Soo Kim",Miniscalpel Acupuncture Therapy for a Patient with Traumatic Tears of both Meniscuses: A Case Report,2016,33,3,153,10.13045/acupunct.2016042,"Sang-Hoon Yoon, Sinyeong Jeong, Chan-Young Kwon, Hee-Geun Jo, Young-Il Kim",A Proposal for Standardization of Acupotomy Terms and Definition Among Korean researchers,Journal of Korean Medicine,2018,39,2,13,10.13048/jkm.18012
351,"Jae Ik Kim, Hye Su Kim, Gi Nam Park, Ju Hyon Jeon, Jung Ho Kim, Young Il Kim",Miniscalpel Needle Therapy with Integrative Korean Medical Treatment for Carpal Tunnel or Tarsal Tunnel Syndrome: Case Series of Three Patients,2017,34,3,139,10.13045/acupunct.2017100,"Sang-Hoon Yoon, Sinyeong Jeong, Chan-Young Kwon, Hee-Geun Jo, Young-Il Kim",A Proposal for Standardization of Acupotomy Terms and Definition Among Korean researchers,Journal of Korean Medicine,2018,39,2,13,10.13048/jkm.18012
352,"Jae Hong Kim, Yeo Jin Jang, Ju Hyung Park, Young Nim You",The Effects of Korean Medical Treatment Combined with Acupotomy on Patients with a Herniated Intervertebral Disc of the Lumbar Spine: a Retrospective Study,2015,32,1,119,10.13045/acupunct.2015011,"Sang-Hoon Yoon, Sinyeong Jeong, Chan-Young Kwon, Hee-Geun Jo, Young-Il Kim",A Proposal for Standardization of Acupotomy Terms and Definition Among Korean researchers,Journal of Korean Medicine,2018,39,2,13,10.13048/jkm.18012
353,"Ju-ran Kim, Jung Hee Lee, Han Mi Gong, Seungah Jun, Yeon-Joong Chung, Chung A Park, Seong Hun Choi, Geon-Mok Lee, Hyun-Jong Lee, Jae Soo Kim",Miniscalpel acupuncture points of the cervical region: A review,2017,34,3,91,10.13045/acupunct.2017095,"Sang-Hoon Yoon, Sinyeong Jeong, Chan-Young Kwon, Hee-Geun Jo, Young-Il Kim",A Proposal for Standardization of Acupotomy Terms and Definition Among Korean researchers,Journal of Korean Medicine,2018,39,2,13,10.13048/jkm.18012
